file_name,category_name,item,details,looks,colors,prints,textures,sleeveLength,length,neckLine,fit,shape,clip_brand,clip_score
05294_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,graphic,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.271
05370_00.jpg,TOPS,Blouse,Lace up,Casual,Black,Solid,Synthetic,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3022
05387_00.jpg,TOPS,T-shirts,,Casual,Navy,Solid,Cotton,Short Sleeve,normal,Round Neck,tight-fit,,Unknown,0.3057
05511_00.jpg,TOPS,T-shirts,Patchwork,Casual,Red,Stripe,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3157
05623_00.jpg,TOPS,Tank Top,Buttoned,Casual,White,graphic,Cotton,Sleeveless,normal,U Neck,normal-fit,,Unknown,0.2842
05628_00.jpg,TOPS,Tank Top,Cut out,Casual,Orange,Solid,Cotton,Sleeveless,long,U Neck,normal-fit,,Unknown,0.2983
05828_00.jpg,TOPS,Bustier,Ribbon,Casual,Yellow,Solid,Knit,Sleeveless,cropped,Square Neck,tight-fit,,Unknown,0.2988
05829_00.jpg,TOPS,T-shirts,,Casual,Black,Solid,Cotton,Short Sleeve,cropped,Offshoulder,tight-fit,,Unknown,0.2966
05878_00.jpg,TOPS,Bra Top,,Casual,Black,Solid,Synthetic,Sleeveless,cropped,U Neck,tight-fit,,Unknown,0.3015
05978_00.jpg,TOPS,Vest Suit,Buttoned,Casual,Black,Solid,Synthetic,Sleeveless,cropped,V Neck,normal-fit,,Unknown,0.2866
06163_00.jpg,TOPS,T-shirts,Shirring,Casual,Black,Solid,Cotton,Long Sleeve,cropped,V Neck,tight-fit,,Unknown,0.2898
06197_00.jpg,TOPS,Tank Top,,Casual,Black,Solid,Spandex,Sleeveless,normal,Round Neck,tight-fit,,Unknown,0.298
06299_00.jpg,TOPS,Tank Top,Slit,Casual,White,lettering,Cotton,Sleeveless,normal,Round Neck,normal-fit,,Unknown,0.3186
06495_00.jpg,TOPS,T-shirts,unbalanced,Casual,Black,Solid,Cotton,Short Sleeve,normal,U Neck,tight-fit,,Unknown,0.2903
06616_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Pink,lettering,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.301
06652_00.jpg,TOPS,T-shirts,Buttoned,Casual,Wine,Solid,Cotton,Cropped Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3044
06686_00.jpg,TOPS,T-shirts,Embroidery,Casual,Black,lettering,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Adidas,0.3257
06709_00.jpg,TOPS,T-shirts,Ribbon,Casual,Navy,Solid,Cotton,Long Sleeve,normal,V Neck,tight-fit,,Unknown,0.3
06743_00.jpg,TOPS,Blouse,See through,Feminine,Black,Floral,Lace,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.287
06927_00.jpg,TOPS,T-shirts,Slit,Casual,Navy,Solid,Cotton,Short Sleeve,normal,Round Neck,tight-fit,,Unknown,0.2854
06938_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Orange,Stripe,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3025
07217_00.jpg,TOPS,Polo Shirts,Buttoned,Casual,Lavender,Solid,Cotton,Short Sleeve,normal,Shirt Collar,normal-fit,,Unknown,0.304
07268_00.jpg,TOPS,T-shirts,Ribbon,Casual,Black,Solid,Cotton,Short Sleeve,normal,V Neck,normal-fit,,Unknown,0.292
07287_00.jpg,TOPS,Blouse,Buttoned,Casual,Blue,Solid,Cotton,Cropped Sleeve,normal,V Neck,normal-fit,,Unknown,0.2883
07303_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Black,Solid,Cotton,Short Sleeve,cropped,Round Neck,normal-fit,,Unknown,0.31
07437_00.jpg,TOPS,Tank Top,Buttoned,Casual,Black,Solid,Synthetic,Sleeveless,normal,V Neck,normal-fit,,Unknown,0.3054
07503_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,graphic,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2666
07519_00.jpg,TOPS,Blouse,Embroidery,Casual,Wine,Solid,Cotton,Cropped Sleeve,normal,V Neck,normal-fit,,Unknown,0.2822
07541_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Red,lettering,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.303
07543_00.jpg,TOPS,T-shirts,Spangle,Casual,Black,lettering,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2725
07669_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,Solid,Cotton,Short Sleeve,normal,U Neck,normal-fit,,Unknown,0.306
07781_00.jpg,TOPS,Tube Top,Shirring,Casual,Black,Solid,Jersey,Sleeveless,normal,V Neck,tight-fit,,Unknown,0.2812
07790_00.jpg,TOPS,T-shirts,unbalanced,Casual,Pink,Solid,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2966
07947_00.jpg,TOPS,Sweater,Spangle,Casual,Navy,Solid,Knit,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2957
08250_00.jpg,TOPS,T-shirts,Buttoned,Casual,Black,Solid,Cotton,Cropped Sleeve,normal,V Neck,normal-fit,,Unknown,0.2954
08436_00.jpg,TOPS,T-shirts,Shirring,Casual,White,Solid,Cotton,Long Sleeve,normal,V Neck,normal-fit,,Unknown,0.2957
08461_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Yellow,Solid,Cotton,Long Sleeve,normal,V Neck,normal-fit,,Unknown,0.2866
08630_00.jpg,TOPS,Blouse,Ruffle,Feminine,Sky Blue,Solid,Synthetic,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2942
08634_00.jpg,TOPS,T-shirts,Cut out,Casual,Black,Solid,Cotton,Long Sleeve,normal,Round Neck,tight-fit,,Unknown,0.2927
08677_00.jpg,TOPS,T-shirts,Zip up,Casual,White,Solid,Cotton,Long Sleeve,normal,Stand-up Collar,tight-fit,,Unknown,0.3047
08990_00.jpg,TOPS,Blouse,Embroidery,Casual,Sky Blue,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.286
09123_00.jpg,TOPS,Blouse,Glitter,Casual,Black,Solid,Synthetic,Cropped Sleeve,normal,Shirt Collar,normal-fit,,Unknown,0.2773
09172_00.jpg,WHOLEBODIES,T-shirts,Embroidery,Casual,Red,lettering,Synthetic,Short Sleeve,normal,Round Neck,normal-fit,,Adidas,0.3342
09289_00.jpg,TOPS,T-shirts,unbalanced,Casual,Black,Solid,Cotton,Cropped Sleeve,normal,Round Neck,normal-fit,,Unknown,0.288
09519_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,Stripe,Cotton,Cropped Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3018
09551_00.jpg,TOPS,Tank Top,Buttoned,Casual,Black,Solid,Synthetic,Sleeveless,normal,U Neck,tight-fit,,Unknown,0.2925
09902_00.jpg,TOPS,T-shirts,Stitch,Casual,Green,lettering,Spandex,Long Sleeve,cropped,Round Neck,tight-fit,,Unknown,0.3142
10216_00.jpg,TOPS,Blouse,Ribbon,Casual,Grey,Floral,Synthetic,Long Sleeve,cropped,V Neck,normal-fit,,Unknown,0.292
10283_00.jpg,TOPS,Blouse,Ribbon,Casual,Black,Floral,Synthetic,Short Sleeve,normal,V Neck,normal-fit,,Unknown,0.3118
10418_00.jpg,TOPS,Blouse,Drop shoulder,Casual,Yellow,Solid,Cotton,Long Sleeve,normal,V Neck,oversized,,Unknown,0.2913
10424_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Black,Stripe,Cotton,Long Sleeve,normal,U Neck,normal-fit,,Unknown,0.299
10472_00.jpg,TOPS,Blouse,Ribbon,Feminine,White,Floral,Synthetic,Sleeveless,normal,Round Neck,normal-fit,,Unknown,0.2852
10492_00.jpg,TOPS,Shirts,Buttoned,Casual,White,Floral,Cotton,Long Sleeve,normal,Shirt Collar,normal-fit,,Unknown,0.2803
10632_00.jpg,TOPS,Y-Shirts,Buttoned,,Sky Blue,Solid,Cotton,,,Round Neck,,,Unknown,0.3113
10659_00.jpg,TOPS,T-shirts,Stitch,Casual,Navy,lettering,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,SUPERDRY,0.3728
10773_00.jpg,TOPS,T-shirts,Shirring,Casual,White,Solid,Synthetic,Long Sleeve,cropped,V Neck,normal-fit,,Unknown,0.2966
11144_00.jpg,TOPS,Sweatshirt,Drop shoulder,Casual,White,lettering,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2979
11357_00.jpg,TOPS,Polo Shirts,Buttoned,Casual,White,Solid,Cotton,Short Sleeve,normal,Shirt Collar,normal-fit,,Unknown,0.316
11507_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,graphic,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.294
11529_00.jpg,TOPS,T-shirts,See through,Casual,Black,Solid,Mesh,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2856
11651_00.jpg,TOPS,T-shirts,Buttoned,Casual,Black,Solid,Cotton,Long Sleeve,normal,Round Neck,tight-fit,,Unknown,0.2903
11654_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,Solid,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2937
11719_00.jpg,TOPS,T-shirts,Stitch,Casual,Black,lettering,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2854
11739_00.jpg,TOPS,Slip Dress,See through,Feminine,Navy,Solid,Synthetic,Sleeveless,mini,V Neck,,H-line,Unknown,0.2795
11781_00.jpg,TOPS,T-shirts,unbalanced,Casual,Yellow,Solid,Cotton,Short Sleeve,normal,V Neck,normal-fit,,Unknown,0.2878
11842_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Navy,Solid,Cotton,Cropped Sleeve,long,Round Neck,oversized,,Unknown,0.314
12288_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Black,lettering,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2852
12369_00.jpg,TOPS,Bustier,Ruffle,Feminine,White,Floral,Lace,Sleeveless,cropped,Square Neck,normal-fit,,Unknown,0.2847
12618_00.jpg,TOPS,Sweatshirt,Lace up,Casual,White,Solid,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2986
13023_00.jpg,TOPS,T-shirts,Buttoned,Casual,Black,Solid,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2786
13075_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Pink,graphic,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2832
13103_00.jpg,TOPS,T-shirts,See through,Casual,Black,Floral,Spandex,Long Sleeve,normal,Turtle Neck,tight-fit,,Unknown,0.2856
13207_00.jpg,TOPS,Sweater,,Casual,Green,Solid,Knit,Short Sleeve,normal,Round Neck,tight-fit,,Unknown,0.29
13354_00.jpg,TOPS,T-shirts,Double breasted,Casual,Grey,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2927
13387_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Black,graphic,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3052
13570_00.jpg,TOPS,Bra Top,X strap,Casual,Black,Solid,Synthetic,Sleeveless,cropped,V Neck,tight-fit,,Unknown,0.2908
13586_00.jpg,TOPS,Bustier,Peplum,Feminine,White,Solid,Synthetic,Sleeveless,cropped,Square Neck,normal-fit,,Unknown,0.2878
13626_00.jpg,TOPS,Blouse,See through,Casual,Mint,Floral,Synthetic,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2886
13673_00.jpg,TOPS,T-shirts,Pockets,Casual,Khaki,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2974
13688_00.jpg,TOPS,Blouse,Belt,Feminine,Lavender,Solid,Cotton,Long Sleeve,normal,V Neck,normal-fit,,Unknown,0.281
13895_00.jpg,TOPS,T-shirts,Pockets,Casual,White,Solid,Cotton,Cropped Sleeve,normal,Round Neck,oversized,,Unknown,0.3027
14014_00.jpg,TOPS,Blouse,Drop shoulder,Casual,Black,Solid,Cotton,Long Sleeve,normal,V Neck,oversized,,Unknown,0.2808
14073_00.jpg,TOPS,Sweatshirt,Embroidery,Casual,Black,lettering,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2856
14513_00.jpg,TOPS,Full Zip Vest,Zip up,Casual,White,Solid,Mouton,Sleeveless,normal,Stand-up Collar,normal-fit,,Unknown,0.2866
14569_00.jpg,TOPS,Slip Dress,Spangle,Party,Navy,Solid,Sequin/Glitter,Sleeveless,mini,V Neck,,H-line,Unknown,0.292
00005_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,lettering,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.303
00101_00.jpg,TOPS,Blouse,See through,Casual,Black,Solid,Synthetic,Sleeveless,normal,Round Neck,normal-fit,,Unknown,0.2947
00164_00.jpg,TOPS,T-shirts,Embroidery,Casual,Lavender,lettering,Cotton,Long Sleeve,cropped,Round Neck,normal-fit,,CALVIN KLEIN,0.3428
00104_00.jpg,TOPS,Sweatshirt,Drop shoulder,Casual,White,Solid,Cotton,Long Sleeve,normal,Round Neck,oversized,,Unknown,0.3105
00134_00.jpg,TOPS,Sweatshirt,Drop shoulder,Casual,Khaki,Floral,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.28
00362_00.jpg,WHOLEBODIES,T-shirts,Shirring,Casual,Black,Solid,Spandex,Long Sleeve,normal,V Neck,tight-fit,,Unknown,0.272
00420_00.jpg,TOPS,T-shirts,Stitch,Casual,Navy,Solid,Knit,Short Sleeve,normal,Round Neck,tight-fit,,Unknown,0.299
00431_00.jpg,TOPS,Blouse,See through,Feminine,Lavender,Solid,Synthetic,Cropped Sleeve,normal,Round Neck,normal-fit,,Unknown,0.285
00452_00.jpg,TOPS,T-shirts,Shirring,Casual,Grey,Solid,Cotton,Long Sleeve,normal,V Neck,normal-fit,,Unknown,0.2993
00544_00.jpg,TOPS,T-shirts,Patchwork,Casual,Navy,lettering,Cotton,Short Sleeve,normal,V Neck,normal-fit,,Unknown,0.3357
00622_00.jpg,TOPS,T-shirts,,Casual,Orange,Solid,Cotton,Short Sleeve,normal,V Neck,normal-fit,,Unknown,0.2974
00636_00.jpg,TOPS,T-shirts,Patchwork,Casual,White,Stripe,Cotton,Short Sleeve,cropped,Round Neck,normal-fit,,Adidas,0.3347
00869_00.jpg,TOPS,Vest,Cable,Casual,Brown,Solid,Knit,Sleeveless,cropped,U Neck,normal-fit,,Unknown,0.2947
00900_00.jpg,TOPS,Blouse,Ribbon,Casual,Beige,Leopard,Synthetic,Long Sleeve,normal,Bow Collar,normal-fit,,Unknown,0.2751
01060_00.jpg,TOPS,Sweatshirt,Embroidery,Casual,White,lettering,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,VANS,0.349
01065_00.jpg,TOPS,Blouse,Buttoned,Casual,White,Floral,Synthetic,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2786
01264_00.jpg,TOPS,T-shirts,Cut out,Casual,Red,Stripe,Synthetic,Cropped Sleeve,long,Round Neck,tight-fit,,Unknown,0.3052
01325_00.jpg,TOPS,Tank Top,unbalanced,Casual,Black,Solid,Synthetic,Sleeveless,normal,V Neck,normal-fit,,Unknown,0.289
01327_00.jpg,TOPS,Tank Top,unbalanced,Casual,White,Solid,Cotton,Sleeveless,normal,Round Neck,normal-fit,,Unknown,0.324
01465_00.jpg,TOPS,Blouse,See through,Casual,Navy,Solid,Cotton,Sleeveless,normal,V Neck,normal-fit,,Unknown,0.2666
01519_00.jpg,TOPS,Tank Top,Stitch,Casual,White,lettering,Cotton,Sleeveless,normal,Round Neck,normal-fit,,Unknown,0.3147
01631_00.jpg,TOPS,T-shirts,Buttoned,Casual,Orange,Solid,Cotton,Cropped Sleeve,long,V Neck,normal-fit,,Unknown,0.2976
01675_00.jpg,TOPS,T-shirts,See through,Feminine,Black,Floral,Lace,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2778
01933_00.jpg,TOPS,Blouse,Zip up,Casual,Red,Solid,Synthetic,Sleeveless,normal,Tailored Collar,normal-fit,,Unknown,0.2832
02540_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Black,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2998
02801_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Grey,lettering,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Gap,0.3572
02813_00.jpg,TOPS,T-shirts,,Casual,Yellow,Solid,Knit,Long Sleeve,normal,Turtle Neck,tight-fit,,Unknown,0.2854
02833_00.jpg,TOPS,Blouse,Ribbon,Feminine,White,Floral,Synthetic,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2825
02989_00.jpg,TOPS,T-shirts,Stitch,Casual,Blue,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2944
03036_00.jpg,TOPS,Bustier,See through,Feminine,Black,Floral,Lace,Sleeveless,normal,V Neck,tight-fit,,Unknown,0.2756
03115_00.jpg,TOPS,T-shirts,Patchwork,Casual,Yellow,lettering,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3042
03233_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.309
03365_00.jpg,TOPS,T-shirts,,Casual,White,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.314
03483_00.jpg,TOPS,T-shirts,Patchwork,Casual,Grey,lettering,Cotton,Short Sleeve,normal,V Neck,normal-fit,,Unknown,0.327
03652_00.jpg,TOPS,Tank Top,unbalanced,Casual,Black,Solid,Synthetic,Sleeveless,normal,V Neck,normal-fit,,Unknown,0.2852
03749_00.jpg,TOPS,T-shirts,Buttoned,Casual,Navy,Dot,Cotton,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.301
03966_00.jpg,TOPS,T-shirts,X strap,Casual,Black,Solid,Cotton,Short Sleeve,normal,V Neck,normal-fit,,Unknown,0.2961
04050_00.jpg,TOPS,T-shirts,Embroidery,Casual,White,graphic,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3086
04089_00.jpg,TOPS,T-shirts,X strap,Casual,Black,Solid,Cotton,Long Sleeve,normal,V Neck,normal-fit,,Unknown,0.2783
04162_00.jpg,TOPS,T-shirts,Stitch,Casual,Red,Stripe,Cotton,Short Sleeve,cropped,Round Neck,tight-fit,,Unknown,0.3018
04404_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,White,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3032
04516_00.jpg,TOPS,Wrap Dress,,Feminine,White,Floral,Synthetic,Short Sleeve,mini,V Neck,,H-line,Unknown,0.2808
04927_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Lavender,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.3064
04969_00.jpg,TOPS,T-shirts,Pockets,Casual,Mint,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.297
04970_00.jpg,TOPS,T-shirts,Ribbon,Casual,Wine,Solid,Synthetic,Long Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2795
05018_00.jpg,TOPS,T-shirts,X strap,Casual,Beige,Solid,Cotton,Long Sleeve,normal,Offshoulder,tight-fit,,Unknown,0.2866
05075_00.jpg,TOPS,Blouse,Shirring,Feminine,Lavender,Solid,Cotton,Short Sleeve,normal,Round Neck,normal-fit,,Unknown,0.2798
05086_00.jpg,TOPS,T-shirts,Drop shoulder,Casual,Navy,Solid,Cotton,Long Sleeve,normal,V Neck,normal-fit,,Unknown,0.2986
05124_00.jpg,TOPS,Slip Dress,,Casual,Black,Solid,Synthetic,Sleeveless,mini,V Neck,,H-line,Unknown,0.3005
